TransectID,Longitude,Latitude,LRR_m_yr,EPR_m_yr,NSM_m,NDVI_2019,NDVI_2024,BSI_2024,NDVI_decline,score_lrr,score_ndvi,score_bsi,Risk_Score,Risk_Level
170.0,84.972739,19.329824,-6.195,-5.758,-63.333,0.3504085187785288,0.01805216030364563,-0.07412208253286742,0.33235635847488315,0.8934964010446526,0.8576881118268025,0.6010227124558346,0.824259176561534,Critical
174.0,84.974394,19.33454,-0.766,-9.091,-100.0,0.3439324658032954,0.3241422466164717,-0.1869994824774109,0.01979021918682372,0.5476781960634435,0.11200782137701853,0.3464251635149791,0.37672647714782315,Moderate
183.0,84.973681,19.346004,-3.853,-3.377,-37.15,0.4092795031627028,0.24209451042024013,-0.21603277932847798,0.16718499274246265,0.7443149245174853,0.4636434073880068,0.28093990056964624,0.5674384645890739,High
184.0,84.973871,19.33065,-2.622,-1.818,-20.0,0.38506520071195316,0.25315339919677865,-0.09888820360071254,0.1319118015151745,0.665902286769858,0.3794931422973448,0.5451621617721398,0.5558315184285604,High
185.0,84.974993,19.332288,4.091,3.939,43.333,0.5418132771401424,0.35547489152725664,-0.17445881523633175,0.18633838561288574,0.23829543283011656,0.5093371206969631,0.3747109243779177,0.3468910374997308,Low
186.0,84.976216,19.333386,2.497,3.939,43.333,0.3357565192718929,0.1773566021822271,-0.09795734326744357,0.15839991708966578,0.3398305624562074,0.442685098278383,0.5472617384754745,0.41217315840671354,Moderate
189.0,84.979309,19.337214,-3.298,-3.939,-43.333,0.5111396332015296,0.3352702269826124,-0.1942730845172248,0.17586940621891717,0.7089623542900821,0.4843615695608472,0.33001938829143895,0.565793525671583,High
194.0,84.983177,19.339967,-3.776,-5.455,-60.0,0.46735153499516574,0.2589610856400159,-0.19457143301464783,0.20839044935514983,0.7394101535129627,0.5619461119773467,0.3293464564537867,0.6041582016404426,High
195.0,84.9844,19.341064,-5.027,-3.03,-33.333,0.3273262270198864,0.07628651541358132,-0.07936818704966334,0.25103971160630506,0.819096757755271,0.6636932632693847,0.589190004118116,0.7264943586820741,High
196.0,84.985432,19.34234,-7.098,-8.182,-90.0,0.3220633850073185,0.0059429431289749896,-0.044260675167148406,0.31612044187834354,0.9510159882795083,0.8189545400106034,0.6683757975461329,0.8548695156521617,Critical
199.0,84.98959,19.344644,4.309,2.727,30.0,0.5416155103193476,0.32881315282746115,-0.21625282732711007,0.21280235749188647,0.2244091980380916,0.5724714777393993,0.2804435772921027,0.3400347577992861,Low
207.0,84.989223,19.343556,0.399,0.0,0.0,0.34857437130325164,0.33161475259174716,-0.17398985703719053,0.016959618711504476,0.4734696477482642,0.10525493704543033,0.3757686702873356,0.34346503904522835,Low
209.0,84.986968,19.341183,-4.895,-2.424,-26.667,0.3204750150045863,0.09373598527481988,-0.09055049192959852,0.22673902972976642,0.8106885788903753,0.6057198066400173,0.5639680605285261,0.6998538435428981,High
210.0,84.985841,19.339996,7.797,8.485,93.333,0.3673461738199659,-0.015518741402301115,0.0421105040601497,0.38286491522226707,0.002229441365692091,0.9781849620338505,0.8631879613734804,0.4672078015676973,Moderate
211.0,84.984714,19.338809,0.0,0.0,0.0,0.4625326295032834,0.45601178067309345,-0.2511711726670959,0.00652084883018994,0.49888527931715393,0.08035145589815418,0.20168445331335724,0.31388496709069463,Low
213.0,84.982459,19.336436,-5.613,-12.273,-135.0,0.43669431133616515,0.14888972553954297,-0.02896041021630525,0.28780458579662216,0.8564239760494299,0.7514021946559674,0.7028858939564343,0.794209825212792,Critical
214.0,84.981802,19.335706,1.406,-3.182,-35.0,0.4741812109633128,0.3845948436353585,-0.24231946844059882,0.08958636732795427,0.4093254347410663,0.2785185385541898,0.22164967399635283,0.33254821373606064,Low
215.0,84.980675,19.334519,-0.367,0.0,0.0,0.5407745194257322,0.4993864634571165,-0.30855181254193464,0.04138805596861567,0.5222625644945538,0.1635331761106331,0.07226111191845237,0.3246434574641573,Low
216.0,84.979451,19.333422,5.107,8.182,90.0,0.36943038243285514,0.10969290751239452,-0.05544127605480214,0.2597374749204606,0.1735779349003121,0.6844432737763954,0.6431576973499811,0.42075348905307086,Moderate
