TransectID,EPR_m_yr,NSM_m,LRR_m_yr,R2,SCE_m,p_value,Longitude,Latitude
0,20.4846,358.0812,20.4846,0.195,447.6015,0.1507,84.736104,19.055962
1,1.0086,188.9872,1.0086,0.0008,417.7613,0.9285,84.736481,19.055423
2,18.9953,510.5497,18.9953,0.0763,624.0054,0.5078,84.71158,19.121772
3,10.8477,245.837,10.8477,0.0916,340.3897,0.3656,84.711311,19.110326
4,15.4618,149.2036,15.4618,0.1644,437.6636,0.279,84.711935,19.110939
5,20.5814,529.4939,20.5814,0.1138,538.9491,0.3103,84.712658,19.110892
6,11.9824,238.7255,11.9824,0.0517,586.8669,0.5564,84.712772,19.112017
7,34.9565,529.4938,34.9565,0.3714,548.4043,0.0465,84.714006,19.110932
8,0.8091,278.5129,0.8091,0.0003,447.6099,0.9609,84.714119,19.111209
9,38.4762,746.0172,38.4762,0.3167,746.0172,0.0715,84.713234,19.112556
10,21.1354,278.5128,21.1354,0.4297,427.716,0.0286,84.714759,19.113364
11,1.4648,159.1501,1.4648,0.0017,417.769,0.9032,84.716,19.114442
12,17.9619,47.2753,17.9619,0.2055,501.1172,0.1614,84.71724,19.113904
13,19.3961,642.9391,19.3961,0.056,642.9391,0.5398,84.716162,19.115138
14,25.5647,547.078,25.5647,0.1641,586.8655,0.2164,84.717567,19.116059
15,10.0947,122.9146,10.0947,0.0955,397.1085,0.4184,84.718318,19.115027
16,21.3699,66.1852,21.3699,0.2816,538.9357,0.0931,84.718048,19.114295
17,15.862,298.4058,15.862,0.1839,298.4058,0.1881,84.719702,19.114981
18,8.5657,149.2028,8.5657,0.0558,507.2893,0.4842,84.721227,19.114712
19,27.2387,467.5016,27.2387,0.3325,467.5016,0.0633,84.722468,19.115251
20,18.6764,348.1389,18.6764,0.169,467.5008,0.1843,84.72456,19.114981
21,7.9644,49.7342,7.9644,0.0271,596.8098,0.6088,84.724282,19.11552
22,17.3477,278.5116,17.3477,0.3669,278.5116,0.0483,84.722473,19.116059
23,3.39,119.3623,3.39,0.0094,417.7673,0.7767,84.720665,19.116598
24,25.3624,149.203,25.3624,0.4322,427.7153,0.0279,84.718573,19.116868
25,32.7145,865.3785,32.7145,0.1669,865.3785,0.2123,84.716765,19.117407
26,4.0008,19.8938,4.0008,0.0018,935.0076,0.9133,84.715211,19.117946
27,12.3588,378.1904,12.3588,0.0555,652.379,0.4855,84.716701,19.118787
28,-1.3323,39.7875,-1.3323,0.001,397.8748,0.9279,84.71826,19.119563
29,-4.5749,132.3657,-4.5749,0.0104,491.6444,0.7655,84.719396,19.120001
30,9.8562,119.3622,9.8562,0.105,407.8211,0.331,84.720459,19.118754
31,18.6591,457.5553,18.6591,0.2787,457.5553,0.0951,84.721148,19.117946
32,22.543,0.0,22.543,0.1215,775.2937,0.2934,84.72236,19.117717
33,16.1381,37.8191,16.1381,0.1928,453.83,0.1766,84.724247,19.11771
34,4.9926,75.6385,4.9926,0.1557,113.4578,0.2298,84.725864,19.11699
35,-1.8989,29.8404,-1.8989,0.001,457.5534,0.9257,84.727544,19.116329
36,-1.0851,0.0,-1.0851,0.0003,487.3939,0.9579,84.72751,19.116598
37,11.8944,208.8832,11.8944,0.0834,537.1285,0.3627,84.725985,19.117407
38,-10.4909,358.0857,-10.4909,0.0389,477.4477,0.5608,84.724828,19.118485
39,33.9821,642.9198,33.9821,0.1974,907.6522,0.1983,84.725055,19.118963
40,12.277,49.734,12.277,0.0643,437.6601,0.4265,84.72626,19.119563
41,23.7969,208.0023,23.7969,0.2231,482.1881,0.2845,84.72802,19.119609
42,2.2954,29.8404,2.2954,0.004,477.4464,0.8461,84.72931,19.119024
43,6.626,66.1829,6.626,0.0186,482.1888,0.7707,84.730715,19.11864
44,0.3604,19.8936,0.3604,0.0242,29.8403,0.6681,84.732359,19.117946
45,6.3032,151.2761,6.3032,0.1881,170.1856,0.2105,84.733949,19.117199
46,54.04,491.6527,54.04,0.6769,491.6527,0.0035,84.733679,19.115709
47,13.7581,472.7472,13.7581,0.0911,472.7472,0.3671,84.733949,19.11422
48,7.4592,18.91,7.4592,0.0331,520.0246,0.5924,84.73341,19.113203
49,11.5145,477.4457,11.5145,0.0348,477.4457,0.6057,84.732055,19.114173
50,7.7557,119.3614,7.7557,0.044,437.6588,0.5128,84.730246,19.114173
51,18.7223,19.8936,18.7223,0.1451,407.8182,0.2775,84.730835,19.113634
52,3.0994,59.6807,3.0994,0.2755,69.6274,0.1192,84.732559,19.113095
53,38.4897,437.6585,38.4897,0.6499,437.6585,0.0049,84.731318,19.112017
54,6.6781,170.1923,6.6781,0.2175,170.1923,0.1265,84.729906,19.111101
55,14.4142,226.9244,14.4142,0.3377,245.8348,0.0475,84.729637,19.110137
56,7.8683,226.9243,7.8683,0.2025,226.9243,0.1421,84.730984,19.110225
57,28.002,359.299,28.002,0.3187,359.299,0.0558,84.731254,19.109248
58,3.6697,28.3659,3.6697,0.0253,255.2938,0.6218,84.730445,19.107759
59,-1.2894,28.3661,-1.2894,0.0082,170.1967,0.7791,84.728828,19.107038
60,-4.1387,29.8404,-4.1387,0.0079,417.7657,0.7832,84.727736,19.105819
61,1.9836,264.7532,1.9836,0.0035,397.1305,0.8556,84.726403,19.105367
62,-0.2087,29.8404,-0.2087,0.0001,238.7235,0.9785,84.725254,19.104202
63,11.4063,0.0,11.4063,0.1674,359.3147,0.1866,84.725055,19.102645
64,5.0254,0.0,5.0254,0.0137,434.9644,0.7168,84.725594,19.1009
65,28.829,467.5,28.829,0.6068,467.5,0.0047,84.725415,19.098812
66,13.0769,9.9468,13.0769,0.0694,427.7126,0.4079,84.725114,19.097464
67,-7.2408,160.7521,-7.2408,0.0668,312.0478,0.4172,84.726133,19.096176
68,5.8429,19.8936,5.8429,0.0257,318.2972,0.6189,84.727879,19.095578
69,3.0418,0.0,3.0418,0.0027,482.2546,0.8731,84.729098,19.096138
70,2.6432,0.0,2.6432,0.0036,338.1902,0.8536,84.730645,19.096925
71,2.991,9.9468,2.991,0.0061,328.2432,0.8096,84.732169,19.097734
72,-3.304,9.9468,-3.304,0.0101,387.9236,0.756,84.732614,19.099081
73,0.0,0.0,0.0,,0.0,,84.733949,19.100046
74,0.0,0.0,0.0,,0.0,,84.735296,19.101023
75,5.356,0.0,5.356,0.1545,170.2005,0.2063,84.734487,19.102512
76,5.0914,0.0,5.0914,0.0935,208.0207,0.3339,84.735026,19.104257
77,19.9283,417.7635,19.9283,0.2081,417.7635,0.1361,84.73522,19.105819
78,0.0,0.0,0.0,,0.0,,84.736374,19.10698
79,5.8186,0.0,5.8186,0.0671,208.0148,0.4161,84.736913,19.108725
80,5.1125,0.0006,5.1125,0.0148,407.8172,0.7062,84.737271,19.110131
81,0.8926,0.0,0.8926,0.1545,28.3651,0.2063,84.73826,19.111447
82,-5.6689,9.9469,-5.6689,0.0136,358.0825,0.718,84.739469,19.112556
83,20.4499,358.082,20.4499,0.1943,358.082,0.1515,84.741561,19.112286
84,25.3537,0.0001,25.3537,0.2363,387.9226,0.1091,84.740158,19.112825
85,-8.0687,9.9469,-8.0687,0.0873,268.5617,0.3511,84.740866,19.113364
86,-3.6365,18.9098,-3.6365,0.035,255.2817,0.5605,84.741225,19.114256
87,13.471,117.1208,13.471,0.6746,117.1208,0.0011,84.742837,19.114981
88,22.6062,248.6677,22.6062,0.3579,308.348,0.0399,84.743795,19.116329
89,0.0,0.0,0.0,,0.0,,84.745036,19.117407
90,21.1454,328.2409,21.1454,0.3351,348.1343,0.0486,84.746561,19.117676
91,6.4133,56.7282,6.4133,0.0511,340.3691,0.4797,84.748232,19.117007
92,48.7282,520.0093,48.7282,0.5076,538.9187,0.0093,84.749849,19.116286
93,13.8766,208.8799,13.8766,0.2805,208.8799,0.0766,84.751702,19.11579
94,7.8252,268.5594,7.8252,0.036,358.0793,0.5546,84.752688,19.114981
95,-3.1301,0.0,-3.1301,0.0135,298.3997,0.7193,84.752491,19.114173
96,14.9756,189.096,14.9756,0.428,189.096,0.021,84.751196,19.114661
97,4.3307,0.0,4.3307,0.1303,151.2761,0.249,84.749579,19.115381
98,13.668,318.2939,13.668,0.2941,318.2939,0.0685,84.748201,19.116329
99,31.4718,302.5523,31.4718,0.5337,397.0991,0.007,84.746076,19.116091
100,2.8519,0.0,2.8519,0.0434,179.0407,0.5157,84.744584,19.115251
101,6.0167,47.2745,6.0167,0.041,312.0113,0.528,84.743381,19.114137
102,19.8239,238.7212,19.8239,0.362,238.7212,0.0385,84.742385,19.112825
103,8.1382,0.0,8.1382,0.0695,358.0819,0.4076,84.741711,19.111209
104,9.9179,312.0182,9.9179,0.0487,340.3834,0.4906,84.740416,19.11072
105,0.1391,0.0002,0.1391,0.0001,119.3605,0.9707,84.740846,19.110131
106,0.4628,0.0,0.4628,0.0001,302.5654,0.9723,84.739608,19.109588
107,34.0832,397.8694,34.0832,0.4874,397.8694,0.0116,84.738647,19.108244
108,-3.8952,29.8402,-3.8952,0.0081,417.763,0.781,84.737973,19.106627
109,11.8028,255.2968,11.8028,0.2013,255.2968,0.1435,84.737182,19.105121
110,-3.6698,28.3667,-3.6698,0.0595,198.5665,0.445,84.736913,19.103119
111,0.0,0.0,0.0,,0.0,,84.736234,19.101507
112,1.9837,0.0,1.9837,0.0018,368.7738,0.8957,84.735565,19.099884
113,0.0,0.0,0.0,,0.0,,84.735706,19.098273
114,-3.0748,0.0,-3.0748,0.0074,368.7744,0.7906,84.736643,19.09964
115,17.4899,28.3674,17.4899,0.2097,293.1302,0.1344,84.736374,19.09865
116,47.7424,453.8834,47.7424,0.6855,453.8834,0.0009,84.735565,19.097161
117,8.8686,0.0,8.8686,0.0481,467.4968,0.4936,84.73548,19.095847
118,-9.3237,0.0,-9.3237,0.101,255.31,0.3142,84.737182,19.096487
119,2.3805,0.0,2.3805,0.0042,340.41,0.8415,84.73826,19.09772
120,0.0,0.0,0.0,,0.0,,84.739877,19.098441
121,0.0,0.0,0.0,,0.0,,84.741494,19.097923
122,0.0,0.0,0.0,,0.0,,84.742033,19.09669
123,14.0854,0.0,14.0854,0.1545,447.6012,0.2063,84.743266,19.096117
124,0.0,0.0,0.0,,0.0,,84.744791,19.095847
125,3.3387,0.0,3.3387,0.0042,477.4403,0.8415,84.746316,19.095578
126,-12.9376,0.0,-12.9376,0.0395,477.4399,0.5356,84.748124,19.095039
127,0.0,0.0,0.0,,0.0,,84.749579,19.094704
128,0.0,0.0,0.0,,0.0,,84.750118,19.092958
129,0.0,0.0,0.0,,0.0,,84.750927,19.094297
130,0.0,0.0,0.0,,0.0,,84.751196,19.096298
131,0.0,0.0,0.0,,0.0,,84.752628,19.097195
132,4.1989,321.4947,4.1989,0.0127,340.4061,0.7277,84.754161,19.097996
133,4.6951,0.0,4.6951,0.1545,149.1994,0.2063,84.75511,19.099351
134,4.7608,0.0,4.7608,0.1545,151.2892,0.2063,84.756047,19.100718
135,12.4744,427.7043,12.4744,0.096,507.2772,0.3538,84.757593,19.101507
136,19.6382,0.0,19.6382,0.1545,624.0591,0.2063,84.758742,19.102672
137,-19.3398,0.0,-19.3398,0.109,447.597,0.3215,84.760075,19.103663
138,27.9038,0.0,27.9038,0.2052,434.9439,0.1618,84.761437,19.104626
139,-0.2204,0.0,-0.2204,0.0001,293.1116,0.9798,84.762245,19.106115
140,-5.8579,0.0,-5.8579,0.0058,661.8591,0.8243,84.763054,19.107604
141,15.1891,298.3971,15.1891,0.0429,666.4203,0.5413,84.76504,19.107975
142,-5.5117,0.0,-5.5117,0.0468,228.7708,0.5231,84.767131,19.107705
143,20.1025,477.4344,20.1025,0.2358,477.4344,0.13,84.768373,19.107705
144,9.6698,218.8239,9.6698,0.1372,238.7169,0.2621,84.769897,19.106897
145,11.3525,149.1982,11.3525,0.3228,149.1982,0.0682,84.771138,19.106897
146,4.203,29.8396,4.203,0.6985,39.7861,0.0014,84.773514,19.106897
147,5.4598,94.5519,5.4598,0.0776,226.9242,0.4069,84.773295,19.105968
148,-0.6282,0.0,-0.6282,0.0108,69.6264,0.7608,84.773005,19.10501
149,-0.4038,0.0,-0.4038,0.0041,69.6265,0.8521,84.772303,19.105549
150,26.4593,228.7703,26.4593,0.412,298.3961,0.0332,84.770778,19.10528
151,-6.7396,9.4553,-6.7396,0.0181,368.7574,0.6934,84.77033,19.10396
152,23.1613,368.0224,23.1613,0.1256,537.1135,0.285,84.769402,19.102585
153,11.3975,298.3986,11.3975,0.0664,348.1317,0.4443,84.768444,19.101776
154,36.6452,348.1295,36.6452,0.614,348.1295,0.0043,84.766919,19.100968
155,16.1688,149.1985,16.1688,0.0799,447.5954,0.3997,84.765395,19.100159
156,5.8168,0.0,5.8168,0.2677,123.8375,0.1031,84.763862,19.099883
157,51.6474,427.7029,51.6474,0.7197,427.703,0.001,84.761495,19.09989
158,20.2148,368.0242,20.2148,0.1472,368.0242,0.2441,84.759687,19.100429
159,24.2342,312.0358,24.2342,0.4189,425.5035,0.0229,84.758203,19.099581
160,0.1984,0.0,0.1984,0.0019,56.7345,0.8928,84.757664,19.097836
161,2.4466,0.0,2.4466,0.1604,75.6465,0.1969,84.757395,19.096347
162,0.6613,0.0,0.6613,0.2622,9.4559,0.0887,84.758203,19.094857
163,-0.0,0.0,-0.0,0.0776,0.0001,0.3806,84.758203,19.093112
164,6.282,0.0,6.282,0.0477,359.3324,0.4954,84.757934,19.09111
165,-0.6282,0.0,-0.6282,0.002,179.668,0.8905,84.757934,19.089365
166,0.529,18.9127,0.529,0.042,37.8253,0.5231,84.757934,19.087107
167,2.6779,39.7864,2.6779,0.4523,39.7864,0.0166,84.756853,19.085876
168,-0.2782,0.0,-0.2782,0.008,29.8399,0.7823,84.755045,19.085337
169,14.9452,198.5863,14.9452,0.3099,302.6077,0.0601,84.753083,19.084945
170,13.5636,89.5197,13.5636,0.2104,427.7051,0.1337,84.751997,19.08372
171,-0.4629,9.4567,-0.4629,0.0005,198.59,0.9468,84.751466,19.081967
172,4.53,94.5678,4.53,0.3864,94.5678,0.0309,84.751196,19.079965
173,9.5989,338.1856,9.5989,0.047,338.1856,0.4985,84.749974,19.079408
174,-6.2949,69.6264,-6.2949,0.0339,387.9188,0.5669,84.750425,19.080486
175,6.2601,497.3319,6.2601,0.0123,576.905,0.7318,84.750215,19.082103
176,12.4855,278.5059,12.4855,0.2029,278.5059,0.1416,84.749901,19.082373
177,-7.5718,0.0,-7.5718,0.05,416.0879,0.4849,84.750388,19.084167
178,9.9814,228.7727,9.9814,0.0231,686.318,0.6372,84.750682,19.086146
179,20.1715,0.0,20.1715,0.1482,517.2248,0.2165,84.751923,19.087223
180,8.1382,208.8794,8.1382,0.0768,298.3991,0.383,84.751129,19.087493
181,-8.1668,18.9126,-8.1668,0.0768,312.0577,0.3832,84.750927,19.088507
182,36.1719,595.7458,36.1719,0.369,605.2021,0.0362,84.750118,19.088945
183,14.4819,9.4562,14.4819,0.1109,453.8993,0.2901,84.74931,19.089895
184,40.5865,845.4659,40.5865,0.2157,845.4659,0.1282,84.748376,19.090727
185,38.952,507.2801,38.952,0.3215,507.2801,0.0546,84.747135,19.090727
186,-32.634,66.194,-32.634,0.2074,652.482,0.1368,84.746076,19.089476
187,17.4556,179.6711,17.4556,0.6035,236.4091,0.0233,84.745267,19.087987
188,4.556,169.0935,4.556,0.073,238.7203,0.3957,84.74483,19.08884
189,3.9346,236.4065,3.9346,0.008,482.2703,0.782,84.74392,19.089694
190,26.2196,539.0063,26.2196,0.3578,539.0063,0.0399,84.742842,19.089988
191,23.5085,330.9701,23.5085,0.5285,330.9701,0.0074,84.741764,19.089294
192,-6.2932,66.1948,-6.2932,0.0291,397.1685,0.6865,84.742572,19.087804
193,54.8992,737.6004,54.8992,0.4936,737.6004,0.1196,84.742033,19.08731
194,2.1822,397.1661,2.1822,0.0017,699.7682,0.8984,84.741225,19.088799
195,11.4401,18.9127,11.4401,0.0285,671.4007,0.6199,84.740416,19.08847
196,2.0974,199.616,2.0974,0.0025,389.2515,0.8913,84.739069,19.088031
197,-2.0867,109.4137,-2.0867,0.002,656.4826,0.8914,84.739985,19.08911
198,17.249,368.7982,17.249,0.2237,368.7982,0.1418,84.738799,19.088624
199,21.5907,208.0375,21.5907,0.5232,283.6871,0.0078,84.739338,19.090369
200,7.6165,397.8684,7.6165,0.0356,407.8151,0.5569,84.739551,19.091805
201,10.6597,340.4224,10.6597,0.0619,340.4224,0.4608,84.738799,19.091852
202,24.2026,406.6171,24.2026,0.2247,539.0039,0.1195,84.737182,19.0914
203,-11.5061,208.0366,-11.5061,0.0415,539.0035,0.5255,84.736104,19.091516
204,-4.2778,9.9468,-4.2778,0.0678,139.2544,0.4138,84.734559,19.091266
205,8.2426,149.2011,8.2426,0.118,238.7219,0.2743,84.734579,19.090188
206,28.6432,453.9061,28.6432,0.5696,453.9061,0.0116,84.733949,19.088868
207,20.7802,482.2793,20.7802,0.2811,482.2793,0.1149,84.733949,19.087123
208,7.5378,226.9553,7.5378,0.0829,226.9553,0.4199,84.732062,19.08725
209,12.0775,340.4318,12.0775,0.1169,340.4318,0.3336,84.731254,19.087838
210,24.686,416.0814,24.686,0.4406,416.0814,0.0364,84.730984,19.088664
211,1.9128,59.6805,1.9128,0.0022,417.764,0.8846,84.731501,19.08884
212,-12.8905,28.3689,-12.8905,0.0344,822.7001,0.5853,84.731523,19.090052
213,6.1211,109.4145,6.1211,0.2496,149.2015,0.0982,84.729858,19.089649
214,14.6419,407.818,14.6419,0.08,407.818,0.3731,84.72805,19.089649
215,7.6048,18.9128,7.6048,0.0184,614.6634,0.6739,84.726133,19.089752
216,14.7151,491.7327,14.7151,0.0999,491.7327,0.3437,84.724786,19.089444
217,-9.9468,9.9468,-9.9468,0.0701,477.447,0.4056,84.723477,19.089918
218,2.6285,37.8257,2.6285,0.6181,37.8257,0.036,84.72236,19.088959
219,-1.6346,59.6809,-1.6346,0.0052,298.4046,0.8244,84.722384,19.090727
220,11.3884,9.9468,11.3884,0.1917,248.6707,0.2057,84.720859,19.090996
221,-3.5709,9.4563,-3.5709,0.0077,482.2688,0.7867,84.720743,19.092119
222,8.8279,28.3685,8.8279,0.0237,463.3514,0.6331,84.720743,19.093864
223,7.5053,94.5604,7.5053,0.4354,141.8406,0.0196,84.720743,19.09561
224,-7.4722,66.1919,-7.4722,0.0332,491.7104,0.5709,84.720474,19.097099
225,61.8614,636.5981,61.8614,0.8461,636.5981,0.0002,84.719334,19.097734
226,17.8207,368.7805,17.8207,0.3201,368.7805,0.0552,84.718587,19.09877
227,18.0521,198.5727,18.0521,0.1869,397.1461,0.1842,84.720204,19.09949
228,18.1845,377.9801,18.1845,0.161,417.7673,0.2505,84.720178,19.100698
229,32.0982,368.0334,32.0982,0.424,387.927,0.1132,84.719476,19.101776
230,34.748,605.1641,34.748,0.4255,605.1641,0.0215,84.718048,19.102677
231,35.9525,453.8694,35.9525,0.5841,453.8694,0.0062,84.71724,19.104166
232,14.843,463.3223,14.843,0.0477,709.1663,0.5723,84.718318,19.10486
233,10.279,152.6551,10.279,0.0292,515.2117,0.637,84.718587,19.10635
234,-9.724,9.4554,-9.724,0.058,453.8588,0.5027,84.719935,19.107327
235,34.8843,538.9598,34.8843,0.2567,548.4152,0.1118,84.718587,19.107107
236,12.7986,397.8745,12.7986,0.1228,397.8745,0.3551,84.717567,19.105819
237,15.137,39.7875,15.137,0.1393,437.6623,0.3224,84.716326,19.104741
238,23.692,236.3893,23.692,0.4341,416.0444,0.0275,84.714814,19.105022
239,62.1288,624.0626,62.1288,0.5875,624.0626,0.0097,84.713736,19.106255
240,-3.104,19.8938,-3.104,0.0014,736.0691,0.9124,84.71487,19.107436
241,-42.5085,9.9469,-42.5085,0.224,825.5917,0.167,84.713773,19.107166
242,15.5193,274.2084,15.5193,0.2595,274.2084,0.1326,84.712389,19.10703
243,10.2377,188.991,10.2377,0.0527,477.4511,0.5525,84.712652,19.108514
244,39.2602,869.8332,39.2602,0.2615,869.8332,0.1952,84.711311,19.120467
245,11.4984,245.8239,11.4984,0.0963,491.6481,0.4543,84.709694,19.119746
246,13.2467,544.4646,13.2467,0.035,792.8189,0.6572,84.708078,19.120102
247,4.6176,109.4161,4.6176,0.0325,308.3549,0.7326,84.709062,19.12091
248,13.851,258.6199,13.851,0.3804,258.6199,0.1033,84.710586,19.121719
249,9.8525,217.4547,9.8525,0.1617,217.4547,0.3234,84.71158,19.123032
250,-1.8332,139.2567,-1.8332,0.0069,268.5664,0.8451,84.713352,19.123066
251,0.3621,149.2035,0.3621,0.0002,268.5661,0.9738,84.714752,19.122258
252,-4.9112,89.5222,-4.9112,0.0528,298.4071,0.5842,84.71351,19.122258
253,23.9903,417.77,23.9903,0.3555,417.77,0.1188,84.712792,19.121449
254,-1.3127,9.9469,-1.3127,0.0004,726.1243,0.9619,84.712361,19.12091
255,14.3488,487.3978,14.3488,0.0763,596.8137,0.472,84.713105,19.109053
256,17.5513,293.1144,17.5513,0.1749,482.2207,0.2005,84.713197,19.109658
257,0.9827,19.8938,0.9827,0.0003,636.6011,0.9626,84.712978,19.107975
258,-5.0781,29.8407,-5.0781,0.0093,447.6102,0.7783,84.713893,19.112286
259,12.7092,339.9996,12.7092,0.0967,365.7713,0.4533,84.713474,19.119563
260,32.1266,338.1947,32.1266,0.7642,338.1947,0.0045,84.713084,19.120641
261,24.9866,491.6428,24.9866,0.2924,491.6428,0.1665,84.714275,19.120593
262,10.2678,139.2565,10.2678,0.2949,218.8316,0.1308,84.715027,19.120102
263,8.9171,188.991,8.9171,0.0323,487.3978,0.6701,84.714624,19.121719
264,23.7241,547.0782,23.7241,0.1838,547.0782,0.2496,84.716432,19.121719
265,26.1374,274.1846,26.1374,0.3488,538.9141,0.1232,84.718048,19.120997
266,21.4772,368.0345,21.4772,0.2622,417.7687,0.1073,84.717438,19.119832
267,8.8382,245.8243,8.8382,0.0718,397.1006,0.4255,84.716162,19.118787
268,18.7306,427.7163,18.7306,0.1859,477.4507,0.2466,84.714672,19.117946
269,28.1317,477.4505,28.1317,0.3691,487.3974,0.0474,84.714851,19.112017
270,12.0874,141.8269,12.0874,0.1546,387.6604,0.2316,84.714814,19.112905
271,13.5113,139.2564,13.5113,0.092,626.6538,0.3646,84.714624,19.111209
272,49.295,746.0161,49.295,0.32,746.0161,0.0697,84.715326,19.111478
273,20.9667,547.0788,20.9667,0.1229,547.0788,0.3549,84.715489,19.121449
274,33.9492,318.3004,33.9492,0.1927,805.6976,0.1768,84.715607,19.113364
275,23.1675,397.875,23.1675,0.1372,636.6,0.3264,84.715816,19.107975
276,23.7642,104.0084,23.7642,0.1515,709.147,0.2367,84.715623,19.109765
277,30.1289,321.4724,30.1289,0.3429,529.4843,0.0584,84.715623,19.113653
278,8.3147,226.9228,8.3147,0.0462,453.8447,0.5254,84.715892,19.112972
279,16.5061,99.4688,16.5061,0.1095,487.3972,0.3503,84.716678,19.121449
280,23.0877,278.5125,23.0877,0.1725,467.503,0.2664,84.715961,19.108514
281,21.6923,487.3965,21.6923,0.1374,487.3965,0.2917,84.71821,19.112017
282,19.004,457.5552,19.004,0.274,457.5552,0.1481,84.719663,19.106627
283,15.2501,170.1914,15.2501,0.7572,170.1914,0.1298,84.719665,19.112996
284,12.0339,37.8191,12.0339,0.0175,841.4738,0.6984,84.720204,19.118554
285,20.5448,217.4825,20.5448,0.1492,482.2448,0.2406,84.719126,19.100936
286,8.2601,139.2559,8.2601,0.3922,139.2559,0.1834,84.719791,19.108244
287,0.3697,89.5219,0.3697,0.0001,387.9275,0.9751,84.720167,19.113634
288,6.5136,56.7375,6.5136,0.0842,264.7748,0.3604,84.720474,19.09241
289,32.8138,888.77,32.8138,0.1555,888.77,0.2595,84.721013,19.114353
290,-5.8105,149.2028,-5.8105,0.0163,477.4488,0.7081,84.721295,19.114442
291,9.4263,189.1059,9.4263,0.0488,397.1218,0.721,84.721282,19.109165
292,3.6368,255.3051,3.6368,0.0102,510.6098,0.7547,84.72236,19.101195
293,34.6451,397.1196,34.6451,0.6222,397.1196,0.0622,84.722899,19.110315
294,15.4073,226.9445,15.4073,0.1333,472.8007,0.2433,84.724786,19.09593
295,12.8335,129.3086,12.8335,0.1034,447.6064,0.3082,84.723958,19.095308
296,-18.4677,19.8936,-18.4677,0.1353,497.3401,0.2394,84.725185,19.093961
297,22.7806,529.5417,22.7806,0.1379,538.9978,0.2347,84.724786,19.09472
298,5.3441,28.3648,5.3441,0.014,397.1083,0.7798,84.725055,19.114764
299,7.4392,56.7365,7.4392,0.0774,264.7704,0.3811,84.726133,19.094603
300,-3.6866,79.5744,-3.6866,0.0064,477.4463,0.8048,84.725865,19.0945
301,24.9018,576.9141,24.9018,0.1517,576.9141,0.2107,84.726298,19.090727
302,-6.295,9.9468,-6.295,0.0267,348.1386,0.612,84.726731,19.114442
303,-3.6697,18.9104,-3.6697,0.0044,652.4119,0.8384,84.728289,19.109277
304,23.7888,407.8187,23.7888,0.2952,407.8187,0.0679,84.728443,19.109592
305,7.5305,139.2552,7.5305,0.0306,467.4999,0.6527,84.728568,19.11552
306,9.8519,18.9104,9.8519,0.0631,340.3868,0.4311,84.729098,19.110038
307,13.2568,434.9277,13.2568,0.046,680.7558,0.5031,84.729367,19.114353
308,-5.6342,0.0,-5.6342,0.0065,775.8497,0.8033,84.730433,19.114712
309,49.4905,875.3176,49.4905,0.2631,915.1047,0.0882,84.73055,19.114712
310,-1.389,189.1691,-1.389,0.0021,302.671,0.887,84.732601,19.052232
311,25.8948,416.1684,25.8948,0.2338,416.1684,0.1113,84.731793,19.053721
312,19.8239,179.0411,19.8239,0.1686,507.2805,0.1849,84.730642,19.052728
313,3.1301,149.1983,3.1301,0.0236,149.1983,0.6336,84.730667,19.051381
314,16.4366,368.8817,16.4366,0.3212,368.8817,0.0547,84.732332,19.051516
315,32.0661,417.7636,32.0661,0.2919,507.2846,0.0697,84.732579,19.090996
316,3.2729,141.827,3.2729,0.0204,226.9233,0.6577,84.730715,19.110886
317,8.8601,245.8341,8.8601,0.2234,245.8341,0.1207,84.732062,19.110554
318,-8.795,47.2812,-8.795,0.0377,624.1126,0.5454,84.732601,19.091265
319,17.1638,274.2893,17.1638,0.1078,652.6212,0.2975,84.73341,19.055524
320,22.2568,85.1246,22.2568,0.1133,662.0811,0.2847,84.734487,19.054938
321,-3.3732,94.5827,-3.3732,0.0077,359.4146,0.7857,84.735565,19.055214
322,-4.3323,0.0,-4.3323,0.0056,482.3751,0.8171,84.734487,19.054494
323,32.7402,226.9986,32.7402,0.2292,822.8715,0.1154,84.73314,19.055173
324,10.3511,198.6232,10.3511,0.0695,312.1216,0.4076,84.73314,19.056057
325,9.4598,377.9763,9.4598,0.0326,507.2842,0.5742,84.733616,19.090457
326,15.4855,520.094,15.4855,0.0943,520.094,0.3584,84.733949,19.090686
327,2.3481,18.917,2.3481,0.2733,56.7511,0.0812,84.73341,19.051267
328,4.3821,0.0,4.3821,0.1545,139.2535,0.2063,84.732872,19.050033
329,10.4684,0.0,10.4684,0.0924,348.1354,0.3369,84.730498,19.050033
330,0.5217,169.0928,0.5217,0.0008,179.0396,0.9306,84.728123,19.050033
331,0.6608,89.5201,0.6608,0.0028,119.3604,0.8713,84.727284,19.050842
332,-4.069,0.0004,-4.069,0.0285,179.0389,0.6002,84.728808,19.05165
333,2.2606,0.0003,2.2606,0.0018,497.3338,0.8961,84.729766,19.052998
334,2.0868,149.1981,2.0868,0.002,477.4402,0.8915,84.730184,19.054345
335,3.5055,236.4578,3.5055,0.0161,387.791,0.6942,84.732062,19.054817
336,20.438,368.8757,20.438,0.135,567.5007,0.24,84.733679,19.054231
337,6.4158,198.6263,6.4158,0.0324,491.8362,0.5754,84.734757,19.053511
338,24.1018,437.6573,24.1018,0.1675,497.3376,0.1865,84.733233,19.095847
